dialogueNumber,time,text,emotion_tone_sadness,emotion_tone_joy,emotion_tone_fear,emotion_tone_anger,emotion_tone_disgust,social_tone_openness_big5,social_tone_conscientiousness_big5,social_tone_agreeableness_big5,social_tone_extraversion_big5,social_tone_emotional_range_big5,language_tone_analytical,language_tone_tentative,language_tone_confident,emotionmean
142,"00:20:51,208 --> 00:20:53,256
","- Yeah, temporary sickness!
- Wait and see.
",0.376017,0.031356,0.263287,0.28159,0.187915,0.20346,0.235001,0.706962,0.380665,0.034343,0,0.994704,0,
143,"00:20:53,335 --> 00:20:55,929
","Remember them fists the day
we clobbered the Emeralds?
",0.35909,0.274558,0.148279,0.031786,0.042047,0.039567,0.521999,0.332416,0.090305,0.693388,0.883404,0,0,
144,"00:20:56,005 --> 00:20:58,849
","- He saved my ever-loving neck!
- Sure! He'll do it again, too!
",0.042309,0.635469,0.118455,0.070433,0.012794,0.102189,0.304392,0.884173,0.061929,0.401735,0,0,0.979426,
145,"00:20:58,924 --> 00:21:02,098
","He always came through for
us and he always will.
",0.364939,0.220693,0.111323,0.183382,0.028038,0.314985,0.497009,0.791513,0.424848,0.701847,0,0,0.995186,
146,"00:21:02,178 --> 00:21:04,931
","__When you're a Jet
you're a Jet all the way __
",0.191135,0.321105,0.118783,0.15803,0.116053,0.125255,0.03909,0.451218,0.831262,0.762624,0,0,0.979426,
147,"00:21:05,014 --> 00:21:08,484
","__From your first cigarette
to your last dyin' day __
",0.418975,0.089934,0.015494,0.015829,0.477208,0.008019,0.237023,0.660278,0.472569,0.60597,0,0,0,
148,"00:21:08,559 --> 00:21:11,312
","__When you're a Jet
let 'em do what they can __
",0.151517,0.142392,0.282432,0.198031,0.264423,0.06083,0.293812,0.558767,0.424259,0.806299,0,0,0,
149,"00:21:11,395 --> 00:21:13,022
","__You've got brothers around __
",0.18465,0.319806,0.099482,0.25563,0.038543,0.169203,0.260631,0.569822,0.576879,0.254465,0,0.984352,0,
150,"00:21:13,105 --> 00:21:14,948
","__You're a family man __
",0.154296,0.321864,0.00933,0.051767,0.369457,0.082642,0.155283,0.640868,0.694599,0.305489,0,0,0,
151,"00:21:15,024 --> 00:21:16,446
","__You're never alone __
",0.275952,0.369207,0.147794,0.019332,0.017447,0.013781,0.257856,0.572801,0.494638,0.070373,0,0,0.942582,
152,"00:21:16,525 --> 00:21:18,573
","__You're never disconnected __
",0.191528,0.30093,0.161464,0.102219,0.150176,0.071099,0.246036,0.559579,0.470598,0.091142,0,0,0.942582,
153,"00:21:19,195 --> 00:21:20,868
","__You're home with your own __
",0.308242,0.245509,0.156567,0.11713,0.076841,0.12648,0.325579,0.676964,0.804281,0.666713,0,0,0,
154,"00:21:21,030 --> 00:21:22,452
","__When company's expected __
",0.28768,0.170213,0.136325,0.249086,0.145693,0.093014,0.225924,0.550384,0.41443,0.103366,0.955445,0,0,
155,"00:21:22,531 --> 00:21:24,158
","__You're well-protected __
",0.116811,0.495748,0.073319,0.03238,0.150601,0.254289,0.274667,0.600281,0.540589,0.331786,0,0,0.97759,
156,"00:21:24,241 --> 00:21:27,120
","__Then you are set with a capital 'J' __
",0.265408,0.257675,0.09902,0.244865,0.044356,0.75457,0.813372,0.712856,0.974596,0.891357,0.664451,0,0,
157,"00:21:27,203 --> 00:21:30,173
","__Which you'll never forget
till they cart you away __
",0.582586,0.018557,0.2262,0.139274,0.140098,0.001797,0.230704,0.592255,0.111898,0.641679,0.883404,0,0.942754,
158,"00:21:30,247 --> 00:21:31,464
","__When you're a Jet __
",0.247431,0.242415,0.155798,0.155078,0.133463,0.101379,0.167162,0.534628,0.704621,0.491031,0,0,0.898327,
159,"00:21:31,540 --> 00:21:33,838
","__You stay a __
",0.253973,0.196409,0.203411,0.191571,0.11149,0.249105,0.353183,0.668394,0.652515,0.656998,0,0,0,
160,"00:21:34,001 --> 00:21:35,799
","__Jet __
",0.309272,0.170489,0.164082,0.201722,0.134247,0.284437,0.274434,0.599483,0.543325,0.292207,0,0,0,
161,"00:21:39,048 --> 00:21:42,302
","Now, I know Tony like I know me, and
I guarantee you can count him in.
",0.174509,0.225684,0.273813,0.208799,0.063907,0.36463,0.554246,0.922263,0.039534,0.263587,0.9449,0,0,
162,"00:21:42,384 --> 00:21:44,853
","- Let's get crackin'.
- Where will you find Bernardo?
",0.169093,0.160466,0.248172,0.220717,0.212965,0.193773,0.336674,0.774737,0.789439,0.800734,0.932961,0,0,
163,"00:21:44,929 --> 00:21:48,103
","- It ain't safe in PR territory.
- He'll be at tonight's gym dance.
",0.152795,0.403737,0.13567,0.13581,0.040148,0.031912,0.31662,0.437413,0.585928,0.630285,0.802429,0,0,
164,"00:21:48,182 --> 00:21:51,356
","- But the gym's neutral territory.
- A-Rab, I'm gonna make nice with him.
",0.094827,0.609667,0.078677,0.034257,0.04769,0.895378,0.073779,0.677148,0.643114,0.379196,0,0,0.91171,
165,"00:21:51,435 --> 00:21:53,858
","- I'm only gonna challenge him.
- Right, daddy-o.
",0.19527,0.329157,0.256515,0.041318,0.03796,0.069841,0.086459,0.606798,0.212766,0.275429,0,0,0,
166,"00:21:53,938 --> 00:21:56,862
","So listen, everybody dress
up sweet and sharp.
",0.02836,0.757907,0.033566,0.074632,0.020064,0.590634,0.114958,0.787469,0.836645,0.119596,0,0,0,
167,"00:21:56,941 --> 00:21:59,990
","Meet Tony and me at the dance
after 10:00, and walk tall!
",0.020067,0.667304,0.127935,0.063446,0.008429,0.155847,0.150409,0.669452,0.840214,0.186741,0,0,0,
168,"00:22:00,069 --> 00:22:02,163
","- We always walk tall!
- We're Jets!
",0.192887,0.337736,0.128424,0.181005,0.047651,0.235215,0.162485,0.630683,0.612386,0.645205,0,0,0.992758,
169,"00:22:02,238 --> 00:22:03,410
","The greatest!
",0.00838,0.897907,0.032651,0.008473,0.008298,0.32414,0.274621,0.599517,0.543242,0.378048,0,0,0,
170,"00:22:03,614 --> 00:22:04,740
","__When you're a Jet __
",0.247431,0.242415,0.155798,0.155078,0.133463,0.101379,0.167162,0.534628,0.704621,0.491031,0,0,0.898327,
171,"00:22:04,824 --> 00:22:06,326
","__You're the top cat in town __
",0.120621,0.454352,0.095857,0.055488,0.147089,0.111128,0.133517,0.418582,0.714696,0.515861,0,0,0,
172,"00:22:06,408 --> 00:22:07,910
","__You're the gold-medal kid __
",0.18831,0.407757,0.084948,0.091893,0.100835,0.341389,0.260748,0.582698,0.589664,0.553858,0,0,0.898327,
173,"00:22:07,993 --> 00:22:09,995
","__With the heavyweight crown __
",0.292838,0.209331,0.160369,0.153315,0.122689,0.705045,0.280244,0.597395,0.572043,0.504911,0,0,0,
174,"00:22:10,079 --> 00:22:11,251
","__When you're a Jet __
",0.247431,0.242415,0.155798,0.155078,0.133463,0.101379,0.167162,0.534628,0.704621,0.491031,0,0,0,
175,"00:22:11,330 --> 00:22:12,832
","__You're the swinginest thing __
",0.154738,0.37059,0.160571,0.071223,0.122935,0.312291,0.003576,0.100737,0.554535,0.159047,0,0,0,
176,"00:22:12,915 --> 00:22:14,462
","__Little boy you're a man __
",0.187907,0.084939,0.153397,0.119686,0.533534,0.20684,0.155956,0.594465,0.645569,0.14161,0,0,0.849827,
177,"00:22:14,542 --> 00:22:16,294
","__Little man, you're a king __
",0.187641,0.145403,0.145631,0.138067,0.408812,0.341082,0.113142,0.590709,0.626371,0.327335,0,0,0,
178,"00:22:16,377 --> 00:22:17,845
","__The Jets are in gear __
",0.252767,0.239292,0.134438,0.18086,0.131865,0.632756,0.288327,0.549198,0.580436,0.663208,0,0,0,
179,"00:22:17,920 --> 00:22:19,843
","__Our cylinders are clickin' __
",0.317353,0.166173,0.168634,0.18448,0.141149,0.328437,0.466256,0.354663,0.484571,0.084408,0,0,0,
180,"00:22:20,631 --> 00:22:21,928
","__The Sharks'll steer clear __
",0.156793,0.188863,0.121948,0.377794,0.153186,0.632966,0.277643,0.56824,0.532548,0.460161,0.762356,0,0.97759,
181,"00:22:22,007 --> 00:22:25,352
","__'Cause every Puerto Rican's
a lousy chicken __
",0.414458,0.043082,0.183751,0.224376,0.256752,0.17156,0.130924,0.565968,0.54846,0.486066,0,0.952443,0,
182,"00:22:25,427 --> 00:22:26,553
","__Here come the Jets __
",0.28536,0.222254,0.150775,0.170611,0.108403,0.553938,0.336399,0.665052,0.59287,0.683855,0,0,0,
183,"00:22:26,637 --> 00:22:28,059
","__Like a bat out of hell __
",0.249633,0.009303,0.088003,0.499865,0.362976,0.887982,0.299889,0.470224,0.424737,0.41465,0,0.75152,0,
184,"00:22:28,138 --> 00:22:29,640
","__Someone gets in our way __
",0.2728,0.203705,0.111152,0.215371,0.170086,0.102169,0.265562,0.662496,0.624111,0.300154,0.235443,0.968123,0,
185,"00:22:29,723 --> 00:22:31,441
","__Someone don't feel so well __
",0.407424,0.223247,0.079735,0.049503,0.134363,0.000434,0.204356,0.692319,0.290216,0.000864,0,0.991756,0,
186,"00:22:31,517 --> 00:22:32,689
","__Here come the Jets __
",0.28536,0.222254,0.150775,0.170611,0.108403,0.553938,0.336399,0.665052,0.59287,0.683855,0,0,0,
187,"00:22:32,768 --> 00:22:34,236
","__Little world, step aside __
",0.335142,0.115008,0.301149,0.122688,0.134403,0.361823,0.266761,0.59426,0.528857,0.142012,0.762356,0,0,
188,"00:22:34,311 --> 00:22:35,858
","__Better go underground __
",0.517776,0.108071,0.190091,0.121429,0.041092,0.205369,0.269002,0.571381,0.542891,0.575328,0,0,0,
189,"00:22:35,938 --> 00:22:37,531
","__Better run, better hide __
",0.201004,0.394894,0.17423,0.065659,0.0075,0.115823,0.279102,0.571156,0.479836,0.680256,0,0,0,
190,"00:22:37,606 --> 00:22:39,279
","__We're drawin' the line __
",0.301035,0.132325,0.073535,0.316893,0.211169,0.785205,0.223635,0.267649,0.72377,0.784735,0,0,0.230376,
191,"00:22:39,358 --> 00:22:40,951
","__So keep your noses hidden __
",0.162639,0.005823,0.445223,0.186445,0.407076,0.307449,0.26183,0.579803,0.587796,0.313556,0,0,0,
192,"00:22:41,610 --> 00:22:43,032
","__We're hangin' a sign __
",0.476816,0.106858,0.14988,0.15349,0.114313,0.574987,0.276688,0.626065,0.634694,0.484626,0,0,0,
193,"00:22:43,112 --> 00:22:44,534
","__Says 'visitors forbidden' __
",0.507747,0.09416,0.09704,0.158777,0.164673,0.363215,0.279988,0.605589,0.57588,0.492393,0,0,0,
194,"00:22:44,613 --> 00:22:46,286
","__And we ain't kiddin' __
",0.319844,0.155997,0.171386,0.195664,0.144825,0.448963,0.366026,0.557407,0.490349,0.413701,0,0,0,
195,"00:22:46,448 --> 00:22:47,870
","__Here come the Jets, yeah __
",0.287742,0.219255,0.156488,0.169715,0.104941,0.617505,0.522452,0.782409,0.696459,0.880522,0,0,0,
196,"00:22:47,950 --> 00:22:49,247
","__And we're gonna beat __
",0.277234,0.223598,0.192474,0.121804,0.115178,0.421375,0.328142,0.622372,0.613191,0.599757,0,0,0,
197,"00:22:49,326 --> 00:22:50,703
","__Every last buggin' gang __
",0.357409,0.050509,0.235371,0.088782,0.373482,0.26917,0.27371,0.589908,0.571647,0.463232,0,0,0.97759,
198,"00:22:50,786 --> 00:22:52,254
","__On the whole buggin' street __
",0.251337,0.033835,0.285562,0.27756,0.318693,0.330422,0.261016,0.524264,0.609641,0.551078,0.417844,0,0,
199,"00:22:52,329 --> 00:22:54,331
","__On the whole buggin' __
",0.219368,0.175161,0.117317,0.12944,0.354819,0.340501,0.280155,0.531519,0.569751,0.501343,0.506763,0,0,
200,"00:22:54,415 --> 00:22:55,962
","__Ever-lovin' __
",0.087685,0.519506,0.064033,0.135947,0.071618,0.187129,0.273777,0.599435,0.550381,0.286189,0,0,0,
201,"00:22:56,041 --> 00:22:58,339
","__Street __
",0.27637,0.015593,0.382508,0.347713,0.150935,0.287271,0.274434,0.599483,0.543327,0.29186,0,0,0,
202,"00:23:01,255 --> 00:23:02,347
","Yeah!
",0,0,0,0,0,0.271792,0.274537,0.599541,0.543072,0.337379,0,0,0,
203,"00:23:02,715 --> 00:23:05,935
","- Tony, you're not even listenin'.
- I read you loud and clear, Riff.
",0.091837,0.089307,0.148355,0.583817,0.176073,0.676786,0.000604,0.398326,0.531175,0.017076,0,0,0,
204,"00:23:06,010 --> 00:23:09,230
","- Then why don't you say somethin'?
- I don't wanna hurt your feelings.
",0.673912,0.001027,0.173258,0.147492,0.13485,0.01647,0.203829,0.416248,0.10331,0.014218,0,0,0.683214,
205,"00:23:09,305 --> 00:23:12,400
","- You're my buddy, my pal, my best friend!
- Womb to tomb?
",0.237559,0.387263,0.147678,0.017314,0.046554,0.067116,0.133083,0.715501,0.766794,0.596262,0,0,0,
206,"00:23:13,559 --> 00:23:14,981
","Birth to earth.
",0.321609,0.191799,0.037936,0.324872,0.075773,0.216104,0.274068,0.59984,0.531783,0.290647,0,0,0,
207,"00:23:15,060 --> 00:23:18,655
","That's why you gotta come to the
dance tonight and stand up with me.
",0.168177,0.533822,0.075856,0.042971,0.018567,0.142743,0.840092,0.943594,0.999191,0.595789,0,0,0,
208,"00:23:18,939 --> 00:23:21,158
","Come on, Tony. Just say yes.
",0.102574,0.464301,0.124773,0.131392,0.049052,0.13038,0.232336,0.770988,0.576369,0.470142,0,0.994704,0,
209,"00:23:21,317 --> 00:23:24,070
","Riff, did you ever stop to figure...
",0.301602,0.059918,0.195061,0.362322,0.200456,0.30285,0.159984,0.511214,0.532184,0.309325,0.801827,0,0.751512,
210,"00:23:24,153 --> 00:23:27,248
","how many bubbles there are in one
bottle of this here soda pop?
",0.34819,0.051159,0.28171,0.218261,0.208342,0.730334,0.185318,0.492466,0.62547,0.170034,0,0,0,
211,"00:23:27,323 --> 00:23:29,121
","Tony, this is important!
",0.034617,0.440354,0.18443,0.204124,0.025178,0.484117,0.270109,0.593484,0.562318,0.175595,0,0,0,
212,"00:23:29,199 --> 00:23:31,418
","Everything's important, Riff...
",0.104266,0.466663,0.138315,0.142899,0.014505,0.38295,0.273329,0.598122,0.542751,0.219477,0,0,0,
213,"00:23:31,660 --> 00:23:34,209
","you, me, the sweet guy I work for.
",0.069179,0.510496,0.131249,0.069127,0.098539,0.445903,0.981842,0.99601,0.996622,0.869818,0,0,0,
214,"00:23:34,955 --> 00:23:37,174
","The Sharks walk bad. They bite hard.
",0.399672,0.001165,0.432333,0.144507,0.187219,0.121283,0.114792,0.473438,0.237274,0.15549,0,0,0,
215,"00:23:37,458 --> 00:23:40,462
","- And if we don't stop them now...
- Here! Work for a living.
",0.140533,0.121981,0.150684,0.18441,0.464631,0.205367,0.711772,0.723067,0.325813,0.18943,0.802429,0,0,
216,"00:23:41,253 --> 00:23:45,383
","How do you like that? Four and a half
years I live with a buddy and his family.
",0.222771,0.411385,0.088582,0.020874,0.104827,0.194159,0.632627,0.922771,0.856077,0.857366,0,0.751891,0,
217,"00:23:45,466 --> 00:23:47,514
","I think I'm diggin' a guy's character.
",0.303556,0.030555,0.216926,0.168636,0.434885,0.952961,0.052527,0.454935,0.346511,0.034784,0,0,0,
218,"00:23:48,802 --> 00:23:51,646
","Boy, am I a victim of
disappointment in you!
",0.80829,0.007267,0.065874,0.082236,0.118875,0.581493,0.015734,0.673761,0.299357,0.04432,0,0,0,
219,"00:23:52,556 --> 00:23:54,524
","End your sufferin', little man.
",0.329464,0.03058,0.219609,0.147078,0.420269,0.04266,0.050175,0.547991,0.583654,0.080255,0,0,0,
220,"00:23:54,600 --> 00:23:57,194
","Why don't you just pack up
your gear and move out?
",0.367519,0.083975,0.163462,0.327198,0.115895,0.081296,0.444351,0.260063,0.72143,0.394455,0,0.972662,0,
221,"00:23:57,269 --> 00:23:58,987
","'Cause your ma's hot for me.
",0.327015,0.078541,0.473578,0.102001,0.044024,0.3836,0.512976,0.7332,0.950834,0.572493,0.842108,0,0,
222,"00:24:02,524 --> 00:24:05,869
","No! It's 'cause I hate livin'
with my buggin' uncle!
",0.187279,0.001377,0.079864,0.712382,0.196815,0.084658,0.126107,0.379192,0.578008,0.143363,0.857009,0,0,
223,"00:24:05,945 --> 00:24:08,198
","- Come on!
- Come on, uncle!
",0.201108,0.336161,0.1343,0.124853,0.091699,0.041224,0.129952,0.602074,0.458558,0.209723,0,0,0,
224,"00:24:09,865 --> 00:24:10,866
","Now...
",0,0,0,0,0,0.296095,0.27592,0.598651,0.527366,0.258403,0,0,0,
225,"00:24:11,575 --> 00:24:13,373
","go play games with the Jets.
",0.443432,0.137685,0.144498,0.123073,0.124214,0.329014,0.282102,0.548096,0.517489,0.827978,0,0,0,
226,"00:24:13,577 --> 00:24:15,579
","And why not? They're the greatest.
",0.022047,0.805897,0.058807,0.013875,0.020257,0.622719,0.065832,0.282663,0.150989,0.227298,0,0,0,
227,"00:24:16,038 --> 00:24:17,210
","Ain't they?
",0.346217,0.116869,0.18868,0.213427,0.158692,0.369538,0.275766,0.597109,0.534272,0.34672,0,0,0,
228,"00:24:17,706 --> 00:24:18,832
","Were.
",0,0,0,0,0,0.313903,0.274436,0.599493,0.543386,0.298581,0,0,0,
229,"00:24:21,377 --> 00:24:23,095
","You found somethin' better?
",0.131313,0.563087,0.088763,0.052179,0.013585,0.569928,0.407241,0.795178,0.64164,0.783416,0.920855,0,0,
230,"00:24:23,671 --> 00:24:25,890
","No. Not yet, but...
",0.322149,0.167479,0.191323,0.16735,0.122241,0.181716,0.130266,0.549228,0.228443,0.178394,0,0,0,
231,"00:24:27,257 --> 00:24:28,554
","But What?
",0.339199,0.12866,0.183873,0.202116,0.158177,0.448172,0.312886,0.632379,0.399988,0.329462,0,0,0,
232,"00:24:29,885 --> 00:24:31,808
","You won't dig it, Riff.
",0.317713,0.164849,0.177178,0.181766,0.136119,0.68943,0.249583,0.607279,0.527196,0.440869,0.235443,0,0,
233,"00:24:32,304 --> 00:24:33,647
","So try me.
",0.560478,0.014518,0.204643,0.230368,0.123192,0.170476,0.294739,0.620853,0.57647,0.090612,0,0.946222,0,
234,"00:24:34,682 --> 00:24:36,559
","Come on, Tony, try me.
",0.118987,0.249072,0.310605,0.211797,0.046524,0.219379,0.330756,0.684102,0.73063,0.19549,0,0.822231,0,
235,"00:24:40,437 --> 00:24:41,529
","Okay.
",0,0,0,0,0,0.288567,0.274434,0.599483,0.543322,0.292921,0,0,0,
236,"00:24:45,109 --> 00:24:48,409
","Every single night for the
last month, I wake up...
",0.638641,0.032645,0.239841,0.05411,0.082915,5.40E-05,0.264906,0.353122,0.181328,0.551744,0,0,0.979426,
237,"00:24:49,321 --> 00:24:51,073
","and I'm reaching out.
",0.290318,0.184644,0.160285,0.16682,0.165866,0.604919,0.243787,0.609616,0.582432,0.01445,0,0,0,
238,"00:24:52,700 --> 00:24:54,953
","- For what?
- I don't know.
",0.474272,0.000971,0.412879,0.181659,0.072868,0.021665,0.260208,0.605294,0.191195,0.281781,0.970663,0,0,
239,"00:24:56,078 --> 00:24:57,295
","A dame?
",0.329814,0.056751,0.134484,0.316008,0.279782,0.317172,0.274437,0.599487,0.544175,0.29752,0,0,0,
240,"00:24:58,414 --> 00:25:01,668
","It's right outside the door,
just around the corner...
",0.157417,0.289213,0.232103,0.17362,0.05703,0.509678,0.11786,0.455585,0.351446,0.33738,0,0.997862,0,
241,"00:25:02,042 --> 00:25:03,510
","but it's comin'.
",0.329095,0.148919,0.180038,0.194705,0.138473,0.427499,0.286625,0.592978,0.481805,0.391523,0,0,0,
242,"00:25:03,585 --> 00:25:04,802
","What is?
",0.345463,0.125353,0.185994,0.201797,0.155168,0.510852,0.278941,0.592009,0.538852,0.32381,0,0,0,
243,"00:25:05,629 --> 00:25:07,097
","I don't know. It...
",0.478888,0.001301,0.425791,0.164665,0.065703,0.045213,0.190684,0.548244,0.095237,0.137095,0.98445,0,0,
244,"00:25:08,590 --> 00:25:11,218
","it's like the kick I used
to get from bein' a Jet.
",0.400035,0.051319,0.147753,0.282942,0.236617,0.032905,0.007864,0.046719,0.017714,0.604174,0.080162,0.865388,0,
245,"00:25:11,301 --> 00:25:13,053
","Now you're talkin'!
",0.22017,0.270268,0.155252,0.146701,0.127092,0.364832,0.283694,0.575099,0.560672,0.271349,0,0,0,
246,"00:25:13,137 --> 00:25:15,481
","Man, without a gang, you're an orphan.
",0.286016,0.012509,0.379342,0.121653,0.368504,0.430381,0.10747,0.462566,0.549078,0.245811,0,0,0,
247,"00:25:15,556 --> 00:25:18,150
","With a gang, you walk in
twos, threes, fours...
",0.210935,0.151187,0.317355,0.04884,0.263198,0.510512,0.089149,0.567288,0.948711,0.790405,0,0,0,
248,"00:25:18,225 --> 00:25:19,522
","and your crew is the best...
",0.073572,0.743204,0.031728,0.027807,0.015857,0.781365,0.528067,0.520416,0.858822,0.913021,0,0,0,
249,"00:25:19,601 --> 00:25:22,275
","when you're a Jet, you're out
in the sun, buddy boy...
",0.099479,0.517815,0.18433,0.0287,0.017646,0.090801,0.013399,0.621002,0.959536,0.504123,0,0,0,
250,"00:25:22,354 --> 00:25:23,526
","you're home free home!
",0.576156,0.10916,0.153202,0.046725,0.075436,0.03311,0.284176,0.612352,0.545255,0.498927,0,0,0,
251,"00:25:23,605 --> 00:25:25,357
","Riff, I've had it!
",0.266133,0.206472,0.163756,0.187999,0.130811,0.413537,0.228569,0.545947,0.402834,0.14957,0,0,0,
252,"00:25:28,694 --> 00:25:29,911
","Tony...
",0,0,0,0,0,0.28734,0.274434,0.599483,0.543327,0.291482,0,0,0,
253,"00:25:31,405 --> 00:25:32,782
","Tony, look at me, will ya?
",0.051241,0.368077,0.33395,0.094822,0.025716,0.292178,0.366985,0.788781,0.789866,0.189863,0.882284,0,0,
254,"00:25:32,865 --> 00:25:34,867
","- Come on, look at me.
- I'm lookin' at you.
",0.204332,0.326963,0.153834,0.090232,0.106967,0.197566,0.194687,0.801132,0.881641,0.0487,0.995825,0,0,
255,"00:25:34,950 --> 00:25:38,796
","Now, I never asked the time
of day from a clock, did I?
",0.34705,0.179587,0.148311,0.225214,0.054278,0.014093,0.325507,0.257734,9.90E-05,0.73351,0,0,0.901164,
256,"00:25:39,872 --> 00:25:43,752
","I never asked nothin' from
nobody, but I'm askin' you...
",0.349348,0.121024,0.208126,0.209857,0.125034,0.136452,0.202538,0.564949,0.16119,0.091699,0,0,0.932568,
257,"00:25:44,043 --> 00:25:45,670
","come to the dance tonight.
",0.15099,0.594555,0.059353,0.032828,0.006031,0.026258,0.378595,0.621289,0.68369,0.576596,0,0,0,
258,"00:25:46,962 --> 00:25:49,056
","I promised Doc I'd clean
up the store tonight.
",0.415612,0.094206,0.280075,0.143441,0.084654,0.047765,0.11136,0.591293,0.127615,0.877093,0,0,0,
259,"00:25:49,131 --> 00:25:51,133
","Then do it after the dance.
",0.085196,0.694252,0.053343,0.03582,0.008005,0.024727,0.621828,0.241822,0.142701,0.914345,0,0,0,
260,"00:25:51,967 --> 00:25:54,891
","Tony, I already told the
guys you'd be there.
",0.136526,0.084829,0.406482,0.314892,0.148595,0.332404,0.246453,0.921888,0.343705,0.653434,0,0,0,
261,"00:25:55,179 --> 00:25:57,898
","If you don't show,
I'll be marked lousy.
",0.414262,0.029686,0.137808,0.442454,0.104068,0.278944,0.230892,0.692052,0.456004,0.385663,0,0,0.986725,
262,"00:25:59,349 --> 00:26:00,692
","What time'd you tell 'em?
",0.415833,0.05758,0.182739,0.308663,0.124218,0.333774,0.371339,0.65934,0.654682,0.713416,0,0,0,
